PERMIT TYPE,PERMIT #,PROJECT NAME,WORK TYPE,ADDRESS,LOCATION,X_COORD,Y_COORD,DATE SUBMITTED,DATE ISSUED,DECLARED VALUATION,AREA (SF),PRIMARY CONTACT,CD,NCD,HD
Electrical General Permit,MEP-ELE-PMT22-33300782,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300786,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300791,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300799,Jose Trejo,,"1718 NOLAN ST, CITY OF SAN ANTONIO, TX 78202",,2140765.7,13703191.9,2022-01-10,2022-01-10,,,RAUL FLORES,2,,
Electrical General Permit,MEP-ELE-PMT22-33300801,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300802,Hooking up pool pump,,"4815 GEORGES FARM, CITY OF SAN ANTONIO, TX 78244",,2170478.4,13719779.7,2022-01-10,2022-01-10,,,"MACARIO ROBLEDO, MAC'S ELECTRIC",2,,
Electrical General Permit,MEP-ELE-PMT22-33300815,1010 SW MILITARY,,"1010 MILITARY DR, CITY OF SAN ANTONIO, TX 78221",,2125161,13677430.2,2022-01-10,2022-01-10,,,"KEITH F HERSHEY, TOWER ELECTRIC",3,,
Electrical General Permit,MEP-ELE-PMT22-33300816,Jose Trejo,,"103 HARMON DR, CITY OF SAN ANTONIO, TX 78209",,2142134.4,13726429.4,2022-01-10,2022-01-10,,,RAUL FLORES,10,,
Electrical General Permit,MEP-ELE-PMT22-33300832,Electrical,,"431 STOREYWOOD, CITY OF SAN ANTONIO, TX 78213",,2115841.1,13730797.7,2022-01-10,2022-01-10,,,JOSEPH E DRAEGER,1,,
Electrical General Permit,MEP-ELE-PMT22-33300833,Electrical,,"15101 ENCINITO, CITY OF SAN ANTONIO, TX 78232",,2135727.1,13758881.5,2022-01-10,2022-01-10,,,"TROY ALLGOOD, STATE MASTER ELECTRICIANS LIC",9,,
Electrical General Permit,MEP-ELE-PMT22-33300849,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300852,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300854,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300858,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300859,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300863,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300866,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300869,4210,,"4210 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78225",,2117173.3,13686903.7,2022-01-10,2022-01-10,,,"JOHNNY J GARCIA, SOUTH TEXAS BRUSH COUNTRY ELEC",5,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200223,Plumbing Gas Permit,,"215 MUNCEY, CITY OF SAN ANTONIO, TX 78202",,2138006.1,13703611.4,2022-01-05,2022-01-10,,,GREAT AMERICAN,2,,Dignowity Hill
Plumbing Gas Permit,MEP-GAS-PMT22-34200671,Trades,,"919 LYNWOOD, CITY OF SAN ANTONIO, TX 78201",,2124843.4,13716487.5,2022-01-07,2022-01-10,,,ANTONIO VASQUEZ,1,NCD-5 Beacon Hill Area,
Plumbing Gas Permit,MEP-GAS-PMT22-34200699,GAS TEST,,"212 MULBERRY AVE, CITY OF SAN ANTONIO, TX 78212",,2130357.8,13713896.4,2022-01-09,2022-01-10,,,PLUMBSMART,1,,Monte Vista
Plumbing Gas Permit,MEP-GAS-PMT22-34200712,gas,,"315 NATALEN AVE, CITY OF SAN ANTONIO, TX 78209",,2138673.6,13713728.8,2022-01-09,2022-01-10,,,"SAMUEL LONGORIA, ALAMO PLUMBING AC AND HEAT LLC",2,NCD-6 Mahncke Park,
Plumbing Gas Permit,MEP-GAS-PMT22-34200713,gas,,"313 NATALEN AVE, CITY OF SAN ANTONIO, TX 78209",,2138656.8,13713731.3,2022-01-09,2022-01-10,,,"SAMUEL LONGORIA, ALAMO PLUMBING AC AND HEAT LLC",2,NCD-6 Mahncke Park,
Plumbing Gas Permit,MEP-GAS-PMT22-34200761,27019 trinity pt,,"27019 TRINITY PT, CITY OF SAN ANTONIO ETJ, TX 78261",,2144106.2,13802998.8,2022-01-10,2022-01-10,,,"RUSSELL BROWN, ACE PIPE CLEANING",0,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200784,Plumbing Gas Permit,,"2401 BOARDWALK, CITY OF SAN ANTONIO, TX 78217",,2142967,13742048,2022-01-10,2022-01-10,,,DONNIE'S PLUMBING SOLUTIONS,10,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200795,PLUMBING,,"1522 KINGS HWY, CITY OF SAN ANTONIO, TX 78201",,2121299.7,13715007.9,2022-01-10,2022-01-10,,,"SHAUN L NEIDIG, ""WILL"" FIX IT",1,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200825,PLUMBING GAS PERMIT,,"7202 BLUFF RUN, CITY OF SAN ANTONIO, TX 78257",,2088205.1,13790962,2022-01-10,2022-01-10,,,EDGAR PETE WELLS,8,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200826,anytime plumbing co,,"1324 CRYSTAL, CITY OF SAN ANTONIO, TX 78211",,,,2022-01-10,2022-01-10,,,"JUAN J OLIVARES, ANYTIME PLUMBING",5,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200834,Richard Almaguer,,"1503 HASKIN DR, CITY OF SAN ANTONIO, TX 78209",,2144632.8,13734433.5,2022-01-10,2022-01-10,,,"RICHARD ALMAGUER, STAR STATE PLUMBING",10,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200835,CP-Green,,"1326 DESERT LINKS, CITY OF SAN ANTONIO ETJ, TX 78258",,2136580.9,13788800.7,2022-01-10,2022-01-10,,,PAUL NEWSOME,0,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200875,ARBORS ON RUSTLEAF,,"150 RUSTLEAF DR, CITY OF SAN ANTONIO, TX 78242",,,,2022-01-10,2022-01-10,,,ERIC CARTER,4,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200882,D.G. GARCIA PLUMBING,,"120 GLASS AVE, CITY OF SAN ANTONIO, TX 78204",,2124651.8,13694091.6,2022-01-10,2022-01-10,,,DONALD G GARCIA,5,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200883,Hunters/Martin,,"12610 HUNTERS CHASE, CITY OF SAN ANTONIO, TX 78230",,2109700,13750007.4,2022-01-10,2022-01-10,,,JEREMY M DUNN,8,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200890,Patriot Family Homes,,"443 TOPEKA BLVD, CITY OF SAN ANTONIO, TX 78210",,2136727,13688624.5,2022-01-10,2022-01-10,,,ERIC CARTER,3,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400715,irrigation permit,,"18318 POWDER MILL, CITY OF SAN ANTONIO, TX 78257",,2108635.6,13771533.2,2022-01-09,2022-01-10,,,"PEDRO T BORJAS, H.B. LANDSCAPING",9,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400733,LAWN IRRIGATION & EXISTING BACKFLOW,,"13899 SHAVANO RIDGE, CITY OF SAN ANTONIO, TX 78230",,,,2022-01-10,2022-01-10,,,"WILLIAM DAVID BEDFORD, S A RAINMAKER LLC",8,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400737,27706 ALPINE TUNDRA,,"27706 ALPINE TUNDRA, CITY OF SAN ANTONIO ETJ, TX 78015",,,,2022-01-10,2022-01-10,,,LANDSCAPE OF TEXAS/SMITH&SONS,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400739,323 FLOATING FEATHER,,"323 FLOATING FEATHER, CITY OF SAN ANTONIO ETJ, TX 78260",,2127143.8,13805227.9,2022-01-10,2022-01-10,,,"JEFFREY SMITH, LANDSCAPE OF TEXAS/SMITH&SONS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400740,Rebecca,,"12603 RAMBLING ROSE, CITY OF SAN ANTONIO ETJ, TX 78253",,2049912.3,13704364.6,2022-01-10,2022-01-10,,,"JUAN M SANCHEZ, JS IRIGATION",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400741,4207 LATERITE TRAIL,,"4207 LATERITE TRAIL, CITY OF SAN ANTONIO ETJ, TX 78253",,,,2022-01-10,2022-01-10,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400743,4203 LATERITE TRAIL,,"4203 LATERITE TRAIL, CITY OF SAN ANTONIO ETJ, TX 78253",,,,2022-01-10,2022-01-10,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400746,9632 SALERS SPRINGS,,"9632 SALERS SPRINGS, CITY OF SAN ANTONIO ETJ, TX 78254",,,,2022-01-10,2022-01-10,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400747,9644 SALERS SPRINGS,,"9644 SALERS SPRINGS, CITY OF SAN ANTONIO ETJ, TX",,,,2022-01-10,2022-01-10,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400749,9902 SPOTTED ROSE,,"9902 BICKNELL SEDGE, CITY OF SAN ANTONIO ETJ, TX 78254",,,,2022-01-10,2022-01-10,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400751,9322 SOMERS BEND,,"9322 SOMERS BEND, CITY OF SAN ANTONIO, TX 78211",,2105664.7,13667439.4,2022-01-10,2022-01-10,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",4,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400757,Irrigation,,"28814 SHADOWROCK, CITY OF SAN ANTONIO, TX 78260",,,,2022-01-10,2022-01-10,,,"ANTONIO C GODINEZ, AJ IRRIGATION",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400796,Judy Rosanno,,"8734 WALES RESERVE, CITY OF SAN ANTONIO ETJ, TX 78255",,2077203.7,13769124.4,2022-01-10,2022-01-10,,,"ADAM P LANIER, TRI COUNTY SPRINKLERS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400836,11 Bryanston Court,,"11 BRYANSTON COURT, CITY OF SAN ANTONIO, TX 78218",,2150254.7,13734336.5,2022-01-10,2022-01-10,,,LONE STAR SPRINKLER SYSTEMS,10,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400864,Installing irrigation system,,"6627 COMANCHE POST, CITY OF SAN ANTONIO, TX 78233",,2172050.3,13758551.8,2022-01-10,2022-01-10,,,"FRANCISCO LIZAMA, BETO'S SPRINKLERS",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400867,Installing irrigation system,,"2851 TORTUGA VERDE, CITY OF SAN ANTONIO ETJ, TX 78245",,2037636.9,13693993.9,2022-01-10,2022-01-10,,,"FRANCISCO LIZAMA, BETO'S SPRINKLERS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400872,irrigation system,,"3262 OLD ALMONTE DR, CITY OF SAN ANTONIO, TX 78224",,2108231.9,13662391,2022-01-10,2022-01-10,,,"CARMEN M RAMIREZ, GREEN HOUSE LANDSCAPING",4,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400874,irrigation system,,"5722 TRANQUIL DAWN, CITY OF SAN ANTONIO, TX 78218",,2166630.5,13728356.5,2022-01-10,2022-01-10,,,"CARMEN M RAMIREZ, GREEN HOUSE LANDSCAPING",2,,
Mechanical Permit,MEP-MEC-PMT22-33900605,Chilis Westside 88936,,"131 410, CITY OF SAN ANTONIO, TX 78245",,2081727.2,13706769.6,2022-01-07,2022-01-10,,,"ROBERT W NEWCOMER, PROTEX",6,,
Mechanical Permit,MEP-MEC-PMT22-33900687,FLORES ALFRED,,"1528 MAIN AVE, CITY OF SAN ANTONIO, TX 78212",,2129580,13709204,2022-01-08,2022-01-10,,,VERNUS ALBERT EVANS,1,,Tobin Hill
Mechanical Permit,MEP-MEC-PMT22-33900724,Summey2022,,"2923 CHISOLM TRAIL, CITY OF SAN ANTONIO, TX 78217",,2146482.6,13736410.3,2022-01-10,2022-01-10,,,MATTHEW GESSNER,10,,
Mechanical Permit,MEP-MEC-PMT22-33900731,Erian2022,,"127 RIDGEWOOD COURT, CITY OF SAN ANTONIO, TX 78212",,2129801.2,13717790.8,2022-01-10,2022-01-10,,,MATTHEW GESSNER,1,NCD-10 Monte Vista Terrace,
Mechanical Permit,MEP-MEC-PMT22-33900734,Mechanical,,"1801 CALAVERAS, CITY OF SAN ANTONIO, TX 78201",,2120379.1,13710099,2022-01-10,2022-01-10,,,LEMUS & SONS HVAC SERVICES,1,,
Mechanical Permit,MEP-MEC-PMT22-33900738,MCCOMBS FORD WEST SHOW ROOM,,"7111 410, CITY OF SAN ANTONIO, TX 78238",,2086612.5,13713640.1,2022-01-10,2022-01-10,,,"FRANK T FARIAS, JR., FARCO MECHANICAL",6,,
Mechanical Permit,MEP-MEC-PMT22-33900748,HVAC Install,,"1502 YEW, CITY OF SAN ANTONIO, TX 78232",,2135937.1,13753083.6,2022-01-10,2022-01-10,,,DONALD RACKLER,9,,
Mechanical Permit,MEP-MEC-PMT22-33900750,Mechanical,,"318 SANDALWOOD LANE, CITY OF SAN ANTONIO, TX 78216",,2130561.8,13733001.3,2022-01-10,2022-01-10,,,MC MECHANICAL-AIR CONDITIONING,1,,
Mechanical Permit,MEP-MEC-PMT22-33900769,HVAC,,"109 GIBSON, CITY OF SAN ANTONIO, TX 78202",,2138705.6,13704982.6,2022-01-10,2022-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",2,,
Mechanical Permit,MEP-MEC-PMT22-33900771,Rodriguez,,"34 VICKERS AVE, CITY OF SAN ANTONIO, TX 78211",,2120822.5,13681035.4,2022-01-10,2022-01-10,,,ALEJANDRO C ROQUE,5,,
Mechanical Permit,MEP-MEC-PMT22-33900789,HVAC REPLACEMENT,,"428 PERSHING AVE, CITY OF SAN ANTONIO, TX 78209",,2140444,13715515.5,2022-01-10,2022-01-10,,,CATHY HAHN,2,NCD-6 Mahncke Park,
Mechanical Permit,MEP-MEC-PMT22-33900797,David Romero,,"19506 WITTENBURG DR, CITY OF SAN ANTONIO, TX 78256",,2089707.5,13772785.1,2022-01-10,2022-01-10,,,KEITH SCHMIDT,8,,
Mechanical Permit,MEP-MEC-PMT22-33900800,ISLAS BROS MECHANICAL,,"339 DEMYA, CITY OF SAN ANTONIO, TX 78227",,2078172.6,13695567.7,2022-01-10,2022-01-10,,,CIRILO ISLAS,4,,
Mechanical Permit,MEP-MEC-PMT22-33900804,AC,,"4335 REDSTONE, CITY OF SAN ANTONIO, TX 78219",,2156647.2,13705415.2,2022-01-10,2022-01-10,,,"RICHARD W HOFFART, AMERICAN RESIDENTIAL SERVICES",2,,
Mechanical Permit,MEP-MEC-PMT22-33900811,Marisela Mena,,"50 HIGH CRESCENT, CITY OF SAN ANTONIO, TX 78257",,2092074.7,13790646.6,2022-01-10,2022-01-10,,,"MICHAEL D ROSENBERG, ROSENBERG INDOOR COMFORT",8,,
Mechanical Permit,MEP-MEC-PMT22-33900821,4114,,"4114 SILVER LAKE DR, CITY OF SAN ANTONIO, TX 78219",,2154623,13705819,2022-01-10,2022-01-10,,,"CHRISTOPHER B BROWN, BROWN'S A/C & HEATING",2,,
Mechanical Permit,MEP-MEC-PMT22-33900837,7539 MEADOW LAWN,,"7539 MEADOW LAWN, CITY OF SAN ANTONIO, TX 78251",,2082974.6,13716483.7,2022-01-10,2022-01-10,,,"LUIS A RENDON, AIRSPEED HEATING & COOLING,INC",6,,
Mechanical Permit,MEP-MEC-PMT22-33900843,AC,,"16318 ELK HOLLOW ST, CITY OF SAN ANTONIO, TX 78247",,2168146.3,13763135.6,2022-01-10,2022-01-10,,,"RICHARD W HOFFART, AMERICAN RESIDENTIAL SERVICES",10,,
Mechanical Permit,MEP-MEC-PMT22-33900856,Brian Vogel,,"18823 SALADO CANYON, CITY OF SAN ANTONIO, TX 78258",,2110769.7,13772006.9,2022-01-10,2022-01-10,,,"MICHAEL D ROSENBERG, ROSENBERG INDOOR COMFORT",9,,
Mechanical Permit,MEP-MEC-PMT22-33900861,Marcela Cadena,,"5414 PLANTATION, CITY OF SAN ANTONIO, TX 78230",,2114606,13741443.6,2022-01-10,2022-01-10,,,"MICHAEL D ROSENBERG, ROSENBERG INDOOR COMFORT",9,,
Mechanical Permit,MEP-MEC-PMT22-33900862,7366 TIMBER CREEK,,"7366 TIMBERCREEK DR, CITY OF SAN ANTONIO, TX 78227",,2082485.4,13703026.1,2022-01-10,2022-01-10,,,"JUAN J ESCALERA, ESCALERA'S AIR CONDITION & REF",6,,
Mechanical Permit,MEP-MEC-PMT22-33900868,HVAC & Duct replacement,,"911 NAVIDAD, CITY OF SAN ANTONIO, TX 78207",,2120771.9,13706632.4,2022-01-10,2022-01-10,,,DONALD RACKLER,1,,
Mechanical Permit,MEP-MEC-PMT22-33900870,Duct Outlet Install,,"9103 LOCKSLEY, CITY OF SAN ANTONIO, TX 78254",,2077842.1,13739895.1,2022-01-10,2022-01-10,,,DONALD RACKLER,7,,
Mechanical Permit,MEP-MEC-PMT22-33900887,Martin Vacca,,"607 AURORA AVE, CITY OF SAN ANTONIO, TX 78228",,2103697.9,13708947.1,2022-01-10,2022-01-10,,,DAVID P CAMPOS,5,,
Mechanical Permit,MEP-MEC-PMT22-33900888,hvac,,"239 ACADEMY, CITY OF SAN ANTONIO, TX 78226",,2112947,13691503,2022-01-10,2022-01-10,,,OMAR RODRIGUEZ,5,,
Mechanical Permit,MEP-MEC-PMT22-33900892,olympia,,"119 OLYMPIA, CITY OF SAN ANTONIO, TX 78201",,2122327.5,13723216.9,2022-01-10,2022-01-10,,,LUIS MORALES,1,,
Mechanical Permit,MEP-MEC-PMT22-33900900,System Replacement,,"9202 YETT AVE, CITY OF SAN ANTONIO, TX 78221",,2130361.4,13668172.2,2022-01-10,2022-01-10,,,"JESUS C BERRONES, FIVE STAR A/C & HEATING",3,,
Plumbing General Permit,MEP-PLM-PMT22-34300648,Plumbing,,"512 FURR DR, CITY OF SAN ANTONIO, TX 78201",,2116312,13716646,2022-01-07,2022-01-10,,,WATER WORKS PLUMBING & IRR INC,7,,Monticello Park
Plumbing General Permit,MEP-PLM-PMT22-34300669,Trades,,"919 LYNWOOD, CITY OF SAN ANTONIO, TX 78201",,2124843.4,13716487.5,2022-01-07,2022-01-10,,,ANTONIO VASQUEZ,1,NCD-5 Beacon Hill Area,
Plumbing General Permit,MEP-PLM-PMT22-34300682,Remodel,,"300 BITTERS RD, CITY OF SAN ANTONIO, TX 78216",,2131327,13754457.3,2022-01-07,2022-01-10,,,"JESUS J SANTIBANEZ, OLD GLORY PLUMBING, LLC",9,,
Plumbing General Permit,MEP-PLM-PMT22-34300714,Trades,,"19793 IH 10 W, CITY OF SAN ANTONIO, TX 78257",,2092007.8,13775291.9,2022-01-09,2022-01-10,,,ANTONIO VASQUEZ,8,,
Plumbing General Permit,MEP-PLM-PMT22-34300716,Trades,,"19793 IH 10 W, CITY OF SAN ANTONIO, TX 78257",,2092007.8,13775291.9,2022-01-09,2022-01-10,,,ANTONIO VASQUEZ,8,,
Plumbing General Permit,MEP-PLM-PMT22-34300719,5435 Gwenda Lea,,"5435 GWENDA LEA, CITY OF SAN ANTONIO, TX 78242",,2094105.5,13674681.5,2022-01-10,2022-01-10,,,"JAVIER T LOPEZ, STARPOINT PLUMBING, LLC",4,,
Plumbing General Permit,MEP-PLM-PMT22-34300721,"REPLACE WATER HEATER, PRV AND EXPANSION TANKS",,"2 GRANBURG CIRCLE, CITY OF SAN ANTONIO, TX 78218",,2150897.1,13732644.7,2022-01-10,2022-01-10,,,"GERALD CORTEZ, JON WAYNE HEAT, ELCT& A/C,LTD.",10,,
Plumbing General Permit,MEP-PLM-PMT22-34300722,Plumbing General Permit,,"1925 GUADALUPE ST, CITY OF SAN ANTONIO, TX 78207",,2120613.5,13700290,2022-01-10,2022-01-10,,,281 PLUMBING HERO,5,,
Plumbing General Permit,MEP-PLM-PMT22-34300744,CHRISTINA SPENCER,,"7751 DASHWOOD, CITY OF SAN ANTONIO, TX 78240",,2093627.6,13731543.1,2022-01-10,2022-01-10,,,JIMMIE R PLOCH,7,,
Plumbing General Permit,MEP-PLM-PMT22-34300745,ARAMENDIA,,"29 WORTHSHAM DR, CITY OF SAN ANTONIO, TX 78257",,2091176,13785352.9,2022-01-10,2022-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",8,,
Plumbing General Permit,MEP-PLM-PMT22-34300753,PLUMBING,,"6026 BANTRY BAY, CITY OF SAN ANTONIO, TX 78240",,2096198.5,13733739.7,2022-01-10,2022-01-10,,,"SHAUN L NEIDIG, ""WILL"" FIX IT",7,,
Plumbing General Permit,MEP-PLM-PMT22-34300758,Plumbing General Permit,,"322 BRADLEY ST, CITY OF SAN ANTONIO, TX 78211",,2109022.2,13667540.4,2022-01-10,2022-01-10,,,PLUMBING CONTRACTORS,4,,
Plumbing General Permit,MEP-PLM-PMT22-34300760,PLUMBING,,"5223 MOON MIST, CITY OF SAN ANTONIO, TX 78250",,2082899.1,13724125.8,2022-01-10,2022-01-10,,,"SHAUN L NEIDIG, ""WILL"" FIX IT",6,,
Plumbing General Permit,MEP-PLM-PMT22-34300763,Jose Magallon,,"9506 CELINE DR, CITY OF SAN ANTONIO, TX 78250",,2071424.6,13726381.9,2022-01-10,2022-01-10,,,"JOSE MAGALLON, TX PLUMBING BUREAU",6,,
Plumbing General Permit,MEP-PLM-PMT22-34300770,Plumbing,,"4718 KAY ANN DR, CITY OF SAN ANTONIO, TX 78220",,2159297.3,13700408.3,2022-01-10,2022-01-10,,,"SHAUN L NEIDIG, ""WILL"" FIX IT",2,,
Plumbing General Permit,MEP-PLM-PMT22-34300772,Plumbing General Permit,,"1215 CULLIN AVE, CITY OF SAN ANTONIO, TX 78221",,2119800.1,13672927.6,2022-01-10,2022-01-10,,,GREAT AMERICAN,3,,
Plumbing General Permit,MEP-PLM-PMT22-34300776,Plumbing General Permit,,"215 MUNCEY, CITY OF SAN ANTONIO, TX 78202",,2138006.1,13703611.4,2022-01-10,2022-01-10,,,GREAT AMERICAN,2,,Dignowity Hill
Plumbing General Permit,MEP-PLM-PMT22-34300777,ARAMENDIA,,"2203 CHAMBER BLUFF DR, CITY OF SAN ANTONIO, TX 78231",,2118026.2,13753969.5,2022-01-10,2022-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",8,,
Plumbing General Permit,MEP-PLM-PMT22-34300780,NEISD-waterline and BFP,,"8961 TESORO DR, CITY OF SAN ANTONIO, TX 78217",,2141289.4,13737499.8,2022-01-10,2022-01-10,,,FRANK A OPIELA,,,
Plumbing General Permit,MEP-PLM-PMT22-34300785,K. HERNANDEZ,,"1417 SANTA BARBARA, CITY OF SAN ANTONIO, TX 78201",,2121812.6,13718958.1,2022-01-10,2022-01-10,,,ERIC CARTER,1,,
Plumbing General Permit,MEP-PLM-PMT22-34300787,PLUMBING,,"1522 KINGS HWY, CITY OF SAN ANTONIO, TX 78201",,2121299.7,13715007.9,2022-01-10,2022-01-10,,,"SHAUN L NEIDIG, ""WILL"" FIX IT",1,,
Plumbing General Permit,MEP-PLM-PMT22-34300790,Plumbing,,"906 LINDA LOU DR, CITY OF SAN ANTONIO, TX 78223",,2139678,13686241.9,2022-01-10,2022-01-10,,,"SHAUN L NEIDIG, ""WILL"" FIX IT",3,,
Plumbing General Permit,MEP-PLM-PMT22-34300810,Aramendia,,"10327 MT MICHELLE, CITY OF SAN ANTONIO, TX 78213",,2124028.7,13742227.7,2022-01-10,2022-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",9,,
Plumbing General Permit,MEP-PLM-PMT22-34300812,palema williams,,"14014 FLORAL RIDGE DR, CITY OF SAN ANTONIO, TX 78247",,2146432.1,13754810.3,2022-01-10,2022-01-10,,,JIMMIE R PLOCH,10,,
Plumbing General Permit,MEP-PLM-PMT22-34300817,Kennedy tunnel,,"11903 PALACIO, CITY OF SAN ANTONIO, TX 78233",,2158359.5,13747806.4,2022-01-10,2022-01-10,,,PETER MATTHEW SMITH,10,,
Plumbing General Permit,MEP-PLM-PMT22-34300819,Plumbing,,"6130 LAURAS FARM, CITY OF SAN ANTONIO, TX 78244",,2170224.3,13719484,2022-01-10,2022-01-10,,,"SHAUN L NEIDIG, ""WILL"" FIX IT",2,,
Plumbing General Permit,MEP-PLM-PMT22-34300824,SAWS-567 W MANDALAY,,"567 MANDALAY DR, CITY OF SAN ANTONIO, TX 78212",,2125192.2,13723041,2022-01-10,2022-01-10,,,"IGNACIO VILLARREAL, JR",1,,
Plumbing General Permit,MEP-PLM-PMT22-34300828,PLUMBING GENERAL PERMIT,,"7202 BLUFF RUN, CITY OF SAN ANTONIO, TX 78257",,2088205.1,13790962,2022-01-10,2022-01-10,,,EDGAR PETE WELLS,8,,
Plumbing General Permit,MEP-PLM-PMT22-34300831,Daniel Wiersma,,"14122 OLD BOND ST, CITY OF SAN ANTONIO, TX 78217",,2158132.6,13755574.2,2022-01-10,2022-01-10,,,"WILLIAM W HAWKINS, ALL PRO CONSTRUCTION",10,,
